feature,r
LDA400_abstract_weight__210_control_inhibitory_attentional,0.015767785
terms_abstract_tfidf__default,0.015686218
terms_abstract_tfidf__overlap,0.015656637
terms_abstract_tfidf__phase,0.015645046
terms_abstract_tfidf__coding,0.015636493
terms_abstract_tfidf__stimuli presented,0.015630795
terms_abstract_tfidf__written,0.015566839
LDA200_abstract_weight__163_language_chinese_english,0.015530166
terms_abstract_tfidf__motor sma,0.015487698
terms_abstract_tfidf__spectrum,0.015433358
terms_abstract_tfidf__regulation,0.015417363
LDA400_abstract_weight__268_stimulation_somatosensory_contralateral,0.015387349
terms_abstract_tfidf__self reported,0.015330458
terms_abstract_tfidf__parkinson,0.015328037
terms_abstract_tfidf__everyday,0.015325334
terms_abstract_tfidf__self report,0.015296753
LDA400_abstract_weight__20_emotional_emotion_amygdala,0.015252073
terms_abstract_tfidf__numbers,0.015220568
terms_abstract_tfidf__mechanisms underlying,0.015195026
terms_abstract_tfidf__spin labeling,0.015065274
terms_abstract_tfidf__tested,0.015002902
terms_abstract_tfidf__foci,0.014961117
terms_abstract_tfidf__positive negative,0.014916775
terms_abstract_tfidf__principle,0.014868611
terms_abstract_tfidf__mirror,0.014837283
terms_abstract_tfidf__mode network,0.0146499565
terms_abstract_tfidf__band,0.014646526
terms_abstract_tfidf__technique,0.014628463
LDA50_abstract_weight__34_frequency_hz_ms,0.014582347
terms_abstract_tfidf__affecting,0.014548032
terms_abstract_tfidf__negative emotions,0.0145246
terms_abstract_tfidf__emerging,0.014519747
LDA400_abstract_weight__116_motor_cortex_sensorimotor,0.01446998
LDA400_abstract_weight__139_white_matter_tensor,0.014438985
terms_abstract_tfidf__diagnosis,0.014436778
terms_abstract_tfidf__integrated,0.014375591
terms_abstract_tfidf__healthy male,0.014368912
terms_abstract_tfidf__end,0.014366006
LDA200_abstract_weight__164_frequency_hz_power,0.014282152
terms_abstract_tfidf__dynamically,0.014187369
terms_abstract_tfidf__comprised,0.014117813
LDA100_abstract_weight__42_context_influence_modulation,0.014113439
terms_abstract_tfidf__psychopathology,0.014055971
LDA200_abstract_weight__194_network_default_dmn,0.013998669
LDA400_abstract_weight__195_alcohol_substance_impulsivity,0.01399725
terms_abstract_tfidf__consequently,0.013876096
terms_abstract_tfidf__people,0.01383067
LDA100_abstract_weight__96_patterns_cortex_common,0.013814747
terms_abstract_tfidf__elusive,0.013748504
terms_abstract_tfidf__connectivity networks,0.013700175
terms_abstract_tfidf__agent,0.013698024
terms_abstract_tfidf__shift,0.013631081
terms_abstract_tfidf__pet,0.013603618
terms_abstract_tfidf__gene,0.013491197
terms_abstract_tfidf__reflecting,0.0134516135
terms_abstract_tfidf__memory performance,0.013448441
LDA200_abstract_weight__150_reading_phonological_readers,0.013322135
terms_abstract_tfidf__ventral striatum,0.013265801
terms_abstract_tfidf__real world,0.013202612
LDA400_abstract_weight__56_cortex_prefrontal_orbitofrontal,0.013185211
LDA200_abstract_weight__130_risk_high_taking,0.013175208
terms_abstract_tfidf__gyri,0.013174043
terms_abstract_tfidf__poorly understood,0.013172437
terms_abstract_tfidf__basic,0.013165426
terms_abstract_tfidf__mean,0.013147649
terms_abstract_tfidf__unimodal,0.013108067
terms_abstract_tfidf__progressive,0.013066231
terms_abstract_tfidf__consistency,0.013050272
terms_abstract_tfidf__formed,0.013039094
terms_abstract_tfidf__overcome,0.013032626
terms_abstract_tfidf__reported,0.013026915
terms_abstract_tfidf__nucleus,0.01297952
terms_abstract_tfidf__disturbances,0.012945271
terms_abstract_tfidf__39,0.012846784
terms_abstract_tfidf__parietal cortices,0.012844852
terms_abstract_tfidf__punishment,0.012795413
terms_abstract_tfidf__amygdala anterior,0.012718857
terms_abstract_tfidf__mainly,0.012676075
terms_abstract_tfidf__mode,0.012641925
terms_abstract_tfidf__times,0.012639875
terms_abstract_tfidf__gyrus posterior,0.012625368
terms_abstract_tfidf__asd,0.01258819
terms_abstract_tfidf__poorly,0.012573076
terms_abstract_tfidf__cingulate,0.012546427
terms_abstract_tfidf__providing,0.012534721
LDA200_abstract_weight__13_fear_conditioning_extinction,0.012478827
terms_abstract_tfidf__default mode,0.012471548
terms_abstract_tfidf__concepts,0.012377363
LDA200_abstract_weight__50_alcohol_substance_history,0.01231686
terms_abstract_tfidf__cortex m1,0.012289282
terms_abstract_tfidf__evaluated,0.012269721
terms_abstract_tfidf__emotion,0.012247631
LDA400_abstract_weight__290_tinnitus_mindfulness_meditation,0.012236849
LDA50_abstract_weight__27_disorder_adhd_group,0.01223606
terms_abstract_tfidf__insular,0.012233431
terms_abstract_tfidf__disruption,0.0121583985
terms_abstract_tfidf__dorsal ventral,0.01215514
terms_abstract_tfidf__male,0.012132891
terms_abstract_tfidf__share,0.012115193
LDA200_abstract_weight__156_schizophrenia_group_psychosis,0.012038601
terms_abstract_tfidf__neurobiology,0.011940454
LDA400_abstract_weight__100_process_tracking_run,0.011889288
terms_abstract_tfidf__newly,0.011849342
terms_abstract_tfidf__obtained,0.011847803
terms_abstract_tfidf__served,0.011808739
terms_abstract_tfidf__amygdala response,0.011794049
terms_abstract_tfidf__repeatedly,0.011759359
terms_abstract_tfidf__history,0.011585977
LDA100_abstract_weight__59_cerebellar_cerebellum_timing,0.011578717
terms_abstract_tfidf__retention,0.011546233
LDA100_abstract_weight__33_reward_striatum_ventral,0.011406301
terms_abstract_tfidf__researchers,0.011330857
LDA400_abstract_weight__22_thalamus_insula_putamen,0.0113058165
terms_abstract_tfidf__recollection,0.011286702
terms_abstract_tfidf__evoke,0.011283429
LDA200_abstract_weight__160_bias_biases_spd,0.011274755
terms_abstract_tfidf__driven,0.011230138
LDA200_abstract_weight__63_nucleus_caudate_accumbens,0.011207706
LDA400_abstract_weight__104_trials_trial_response,0.011199871
terms_abstract_tfidf__input,0.011197201
terms_abstract_tfidf__adjacent,0.011194882
LDA400_abstract_weight__391_higher_level_lower,0.011076455
terms_abstract_tfidf__perceive,0.011066155
terms_abstract_tfidf__irrespective,0.011064957
LDA200_abstract_weight__112_context_empathy_contextual,0.011061804
terms_abstract_tfidf__choose,0.011055141
terms_abstract_tfidf__onset,0.011046209
LDA200_abstract_weight__94_allele_genetic_genotype,0.011045693
terms_abstract_tfidf__ongoing,0.010877153
terms_abstract_tfidf__sensorimotor,0.010845975
terms_abstract_tfidf__interact,0.010800167
terms_abstract_tfidf__switching,0.01079002
LDA400_abstract_weight__382_influence_cortex_influences,0.010763907
terms_abstract_tfidf__employing,0.010758749
terms_abstract_tfidf__discussion,0.010747219
terms_abstract_tfidf__gap,0.01072826
terms_abstract_tfidf__presumably,0.010718078
terms_abstract_tfidf__compare,0.010714718
terms_abstract_tfidf__argue,0.010710774
LDA400_abstract_weight__60_rate_heart_cardiovascular,0.010697588
LDA200_abstract_weight__78_stress_ms_cortisol,0.010689322
terms_abstract_tfidf__percept,0.010633222
terms_abstract_tfidf__everyday life,0.010492914
LDA400_abstract_weight__355_hallucinations_auditory_avh,0.01048545
terms_abstract_tfidf__advances,0.010463959
terms_abstract_tfidf__atrophy,0.010444294
terms_abstract_tfidf__ipsilateral,0.010426309
terms_abstract_tfidf__correlations,0.010396751
terms_abstract_tfidf__twice,0.010376478
LDA400_abstract_weight__5_judgments_judgment_judged,0.010359273
terms_abstract_tfidf__introduction,0.010281255
terms_abstract_tfidf__sex,0.010276761
terms_abstract_tfidf__word pairs,0.010263346
terms_abstract_tfidf__nociceptive,0.010224486
terms_abstract_tfidf__reversal,0.01022227
terms_abstract_tfidf__primary,0.010027898
terms_abstract_tfidf__gm volume,0.010023736
terms_abstract_tfidf__single subject,0.009984286
terms_abstract_tfidf__gambling,0.009957366
terms_abstract_tfidf__magnetoencephalography,0.009840648
terms_abstract_tfidf__relied,0.009650387
terms_abstract_tfidf__stimulation,0.009648528
terms_abstract_tfidf__amygdala responses,0.009614455
terms_abstract_tfidf__words,0.009610002
terms_abstract_tfidf__midbrain,0.009543752
terms_abstract_tfidf__symptom,0.009542862
terms_abstract_tfidf__act,0.009496218
terms_abstract_tfidf__minimal,0.0094953645
terms_abstract_tfidf__electroencephalography,0.009398702
LDA400_abstract_weight__342_caudate_nucleus_accumbens,0.009372665
LDA400_abstract_weight__262_allele_genotype_met,0.00936424
LDA200_abstract_weight__139_faces_emotional_facial,0.009319347
terms_abstract_tfidf__characterized,0.009211775
terms_abstract_tfidf__polymorphism,0.009205856
LDA200_abstract_weight__37_long_term_short,0.009196786
terms_abstract_tfidf__accordingly,0.009095275
terms_abstract_tfidf__phenotype,0.009066301
terms_abstract_tfidf__worse,0.00902453
terms_abstract_tfidf__high risk,0.00900173
terms_abstract_tfidf__time,0.008975566
terms_abstract_tfidf__separation,0.008942646
terms_abstract_tfidf__negative correlation,0.008929783
terms_abstract_tfidf__consolidation,0.008900912
terms_abstract_tfidf__cortex vlpfc,0.008896659
terms_abstract_tfidf__conscious,0.008860826
terms_abstract_tfidf__nucleus accumbens,0.008857801
terms_abstract_tfidf__hub,0.008794626
terms_abstract_tfidf__motor performance,0.008771762
terms_abstract_tfidf__temporal lobe,0.0087453555
terms_abstract_tfidf__specifically,0.008681079
terms_abstract_tfidf__evident,0.008646965
terms_abstract_tfidf__posterior insula,0.008638751
terms_abstract_tfidf__sufficient,0.008618398
LDA400_abstract_weight__277_mirror_imitation_observation,0.0085922545
terms_abstract_tfidf__discrimination task,0.00857497
LDA400_abstract_weight__160_sustained_transient_onset,0.008554154
LDA200_abstract_weight__33_anterior_cingulate_insula,0.008553887
terms_abstract_tfidf__28,0.008454813
LDA400_abstract_weight__218_sz_vta_substantia,0.008453071
terms_abstract_tfidf__pathology,0.00843933
terms_abstract_tfidf__interpersonal,0.008433038
terms_abstract_tfidf__verbal fluency,0.008431574
terms_abstract_tfidf__surrounding,0.008313862
terms_abstract_tfidf__alternative,0.008301673
LDA400_abstract_weight__226_physical_itch_sc,0.008301664
terms_abstract_tfidf__negative affect,0.008277834
terms_abstract_tfidf__sensitivity,0.008266515
terms_abstract_tfidf__baseline,0.008240438
terms_abstract_tfidf__pathophysiology,0.008230394
LDA200_abstract_weight__197_reward_striatum_anticipation,0.008221667
terms_abstract_tfidf__preparatory,0.008209178
terms_abstract_tfidf__randomized,0.008183798
LDA50_abstract_weight__1_anxiety_trait_personality,0.008170954
terms_abstract_tfidf__button,0.008163649
terms_abstract_tfidf__exhibiting,0.008162927
terms_abstract_tfidf__tests,0.008120613
terms_abstract_tfidf__thirty,0.008109795
terms_abstract_tfidf__invasive,0.008036687
terms_abstract_tfidf__recovery,0.008016415
terms_abstract_tfidf__able,0.007986845
terms_abstract_tfidf__integrating,0.007986211
terms_abstract_tfidf__ii,0.007938585
terms_abstract_tfidf__sensory information,0.0078957975
terms_abstract_tfidf__fiber,0.007812503
terms_abstract_tfidf__scanned,0.007799327
terms_abstract_tfidf__subserved,0.007726589
terms_abstract_tfidf__trained,0.007660324
terms_abstract_tfidf__new insights,0.0075996895
terms_abstract_tfidf__node,0.0075703706
terms_abstract_tfidf__acc,0.0075583667
terms_abstract_tfidf__represent,0.007501085
terms_abstract_tfidf__issues,0.0074993623
terms_abstract_tfidf__head,0.0074917157
terms_abstract_tfidf__behavioural,0.0074474034
terms_abstract_tfidf__impulsivity,0.0073658885
terms_abstract_tfidf__dorsal anterior,0.007354335
terms_abstract_tfidf__determining,0.0073214294
terms_abstract_tfidf__behavioral responses,0.007310914
terms_abstract_tfidf__ambiguous,0.0072902045
LDA50_abstract_weight__30_decision_making_risk,0.007277507
terms_abstract_tfidf__cortex posterior,0.0072744964
LDA400_abstract_weight__184_association_relationship_relationships,0.0072673494
terms_abstract_tfidf__information,0.0072646006
terms_abstract_tfidf__automatically,0.007249543
terms_abstract_tfidf__disorder,0.0071936515
terms_abstract_tfidf__parallel,0.007143817
terms_abstract_tfidf__60,0.00713984
LDA400_abstract_weight__350_brainstem_pag_ac,0.0070202798
terms_abstract_tfidf__valence,0.0070067192
terms_abstract_tfidf__ventral anterior,0.007006207
terms_abstract_tfidf__block design,0.0069853505
terms_abstract_tfidf__spin,0.006906113
terms_abstract_tfidf__discuss,0.0068958476
terms_abstract_tfidf__extra,0.0068768575
terms_abstract_tfidf__balance,0.0068372665
terms_abstract_tfidf__deep,0.006786154
terms_abstract_tfidf__compatible,0.006697793
terms_abstract_tfidf__accumbens,0.0066920593
terms_abstract_tfidf__reinforcement learning,0.006667602
terms_abstract_tfidf__help,0.0066398378
terms_abstract_tfidf__cingulate cortex,0.0066263196
terms_abstract_tfidf__proper,0.006620909
terms_abstract_tfidf__optimized,0.006543244
LDA100_abstract_weight__91_amygdala_emotional_faces,0.0063903304
terms_abstract_tfidf__fluency,0.006374915
LDA400_abstract_weight__78_nc_abeta_amyloid,0.0063624326
terms_abstract_tfidf__children,0.006356274
terms_abstract_tfidf__tensor dti,0.0063499333
terms_abstract_tfidf__strongly,0.006320396
LDA400_abstract_weight__42_ibs_visceral_rectal,0.0062921313
terms_abstract_tfidf__frontal eye,0.006247272
terms_abstract_tfidf__intervention,0.006242773
terms_abstract_tfidf__received,0.0062306933
terms_abstract_tfidf__cortex dorsal,0.006150013
terms_abstract_tfidf__anterior cingulate,0.0061316546
terms_abstract_tfidf__young adults,0.00606585
LDA100_abstract_weight__22_sd_taste_reliability,0.006011946
terms_abstract_tfidf__sensory motor,0.0059885713
terms_abstract_tfidf__neurodevelopmental,0.0059726215
terms_abstract_tfidf__control conditions,0.0059594335
terms_abstract_tfidf__movement,0.0059414376
terms_abstract_tfidf__younger adults,0.005870547
terms_abstract_tfidf__designed,0.005835537
terms_abstract_tfidf__15 healthy,0.0058054794
terms_abstract_tfidf__alpha,0.0057879062
terms_abstract_tfidf__elicit,0.0057860655
LDA50_abstract_weight__14_disease_ad_pd,0.005761919
terms_abstract_tfidf__ocd,0.0057415515
LDA400_abstract_weight__295_previous_research_reported,0.0056906785
terms_abstract_tfidf__10,0.0056828996
terms_abstract_tfidf__dataset,0.0056485096
terms_abstract_tfidf__genes,0.0056016357
terms_abstract_tfidf__heterogeneity,0.0054980232
LDA400_abstract_weight__214_performance_task_improved,0.005425667
terms_abstract_tfidf__32,0.0053782654
terms_abstract_tfidf__parietal lobes,0.0053728996
terms_abstract_tfidf__interacts,0.0053608245
terms_abstract_tfidf__predicted,0.005263558
LDA400_abstract_weight__310_common_suggest_overlap,0.0051875017
terms_abstract_tfidf__concept,0.005144476
terms_abstract_tfidf__consequence,0.0051429356
LDA200_abstract_weight__176_met_val_comt,0.005142201
LDA100_abstract_weight__67_network_state_resting,0.0051004286
terms_abstract_tfidf__hyperactivity,0.0050434754
LDA200_abstract_weight__110_lesions_patient_lesion,0.0050005065
LDA200_abstract_weight__9_semantic_word_knowledge,0.00496001
terms_abstract_tfidf__somatosensory,0.004950306
terms_abstract_tfidf__retrieval,0.0049117045
terms_abstract_tfidf__sulci,0.0049054255
terms_abstract_tfidf__conflict,0.00488512
terms_abstract_tfidf__patterns,0.004854438
terms_abstract_tfidf__consecutive,0.0048266593
terms_abstract_tfidf__key role,0.004783167
terms_abstract_tfidf__referred,0.0047580996
terms_abstract_tfidf__psychosis,0.004699195
terms_abstract_tfidf__intelligence,0.0046529938
terms_abstract_tfidf__females,0.0046051503
terms_abstract_tfidf__provides evidence,0.004592572
terms_abstract_tfidf__typical,0.0044921143
terms_abstract_tfidf__underlying mechanisms,0.0043900628
LDA400_abstract_weight__255_action_actions_observation,0.004308361
terms_abstract_tfidf__identify,0.0042854035
terms_abstract_tfidf__rare,0.0042852135
terms_abstract_tfidf__anatomically,0.0042636553
terms_abstract_tfidf__played,0.004254509
terms_abstract_tfidf__01,0.0042318087
terms_abstract_tfidf__interpretation,0.0040429714
terms_abstract_tfidf__bilaterally,0.003999994
terms_abstract_tfidf__expressions,0.0039983033
terms_abstract_tfidf__pathological,0.0038548415
terms_abstract_tfidf__ba 44,0.0038516475
terms_abstract_tfidf__develop,0.0037907646
terms_abstract_tfidf__differ,0.0037689244
terms_abstract_tfidf__half,0.0037344557
terms_abstract_tfidf__granger,0.0037190304
LDA200_abstract_weight__12_adhd_disorder_attention,0.0036445688
LDA200_abstract_weight__32_children_age_adults,0.0036163256
terms_abstract_tfidf__attentional,0.0035690176
terms_abstract_tfidf__functional abnormalities,0.0035456338
terms_abstract_tfidf__t1 weighted,0.0035426982
terms_abstract_tfidf__known,0.003537999
LDA400_abstract_weight__62_familiar_unfamiliar_familiarity,0.0035037969
terms_abstract_tfidf__event potential,0.0033648026
terms_abstract_tfidf__blood,0.0033569296
terms_abstract_tfidf__abilities,0.0033214681
terms_abstract_tfidf__dti,0.003267178
terms_abstract_tfidf__uniquely,0.0031750887
terms_abstract_tfidf__3t,0.003166899
LDA200_abstract_weight__8_cues_cue_target,0.0031570357
